method,risk,auroc,accuracy,balanced_accuracy,brier,obs_risk,obs_auroc,obs_accuracy,obs_balanced_accuracy,obs_brier,auroc_lo,auroc_hi,auroc_width,worstcase_risk,minimax_regret,dataset,seed,gamma0,selection_rate,true_prevalence,abstention_rate,gamma,criterion,direction
DCL-dir(G=1),0.5297403615325202,0.679725580379511,0.7525,0.5466620416168831,0.17499104948111902,0.5380653246397755,0.6926972109079197,0.7379432624113476,0.5286144954411596,0.17912093704043347,0.5222000164359969,0.7656199966743099,0.24341998023831302,0.6846837179897094,0.04410062417817356,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.0,1.0,risk,censored-lower
DCL-dir-reg(G=1),0.5297403615325202,0.679725580379511,0.7525,0.5466620416168831,0.17499104948111902,0.5380653246397755,0.6926972109079197,0.7379432624113476,0.5286144954411596,0.17912093704043347,0.5222000164359969,0.7656199966743099,0.24341998023831302,0.6846837179897094,0.04410062417817355,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.0,1.0,regret,censored-lower
DCL-dir(G=1.5),0.5284775389340838,0.6798167109900605,0.7541071428571429,0.5266419997344879,0.17437883401956114,0.5381707843128405,0.6926984915709957,0.7347517730496453,0.5134709747318772,0.1791686334290926,0.5221985008140032,0.7655757064124995,0.2433772055984963,0.6823225007562731,0.045348922200901684,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.03267857142857143,1.5,risk,censored-lower
DCL-dir-reg(G=1.5),0.5260253169054538,0.6788596682811515,0.7517857142857143,0.5330986548813547,0.1735056067273951,0.5399010149598041,0.6907224284445515,0.7358156028368794,0.5192157091255568,0.1800272778841918,0.5219609212660782,0.7654188436281923,0.24345792236211417,0.6962570339669751,0.05726282661589297,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.0,1.5,regret,censored-lower
DCL-dir(G=2),0.5282161777692909,0.6799215454518202,0.7564285714285715,0.5192157971144828,0.17424293851652994,0.5382265667676083,0.6927289073190535,0.7343971631205674,0.5090472443012094,0.17919001539509183,0.5221407584526196,0.765506765895753,0.2433660074431333,0.6817031512693736,0.046624307215548846,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.048214285714285716,2.0,risk,censored-lower
DCL-dir-reg(G=2),0.5247574069893195,0.6781319937818775,0.7523214285714286,0.5273948550603612,0.17302859327110898,0.5419290316679627,0.6892727178423901,0.7354609929078014,0.5156282516835917,0.18093332634237494,0.5216805491267287,0.765134959398177,0.24345441027144832,0.7048975224981393,0.06743141131069624,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.0,2.0,regret,censored-lower
DCL-dir(G=3),0.5284163428427887,0.6798472020590035,0.75625,0.5108560196307669,0.174332681952419,0.5384465318288489,0.6927292274848226,0.7336879432624114,0.5047992848777383,0.17929272543515984,0.5220243984878025,0.7654063248364364,0.24338192634863398,0.6814899402500103,0.04764012363641609,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.06017857142857143,3.0,risk,censored-lower
DCL-dir-reg(G=3),0.52437390970107,0.6769013879431804,0.7544642857142857,0.5213043496880233,0.17293122394879684,0.5452450817301641,0.6871109585699091,0.7340425531914894,0.5108955612858114,0.18234702611039372,0.5211669137368486,0.7645703262359814,0.24340341249913278,0.7167707755214585,0.08092365115772729,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.0,3.0,regret,censored-lower
DCL-dir(G=5),0.5287799847362309,0.6797034829194342,0.7548214285714285,0.5050592905687527,0.17450821006434922,0.5386307521629513,0.6927144998594472,0.7329787234042553,0.5026420079260238,0.1793810429131793,0.521902957356833,0.7653233391948341,0.24342038183800108,0.6815403296131215,0.04827630675901766,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.06589285714285714,5.0,risk,censored-lower
DCL-dir-reg(G=5),0.525277728661953,0.6750637014958609,0.7564285714285715,0.5175190890364908,0.17335806680688745,0.5493816086390346,0.6842723688617018,0.7336879432624114,0.5073081038438462,0.1840462641254337,0.5204341459072763,0.7636662067207947,0.24323206081351834,0.7300000994363833,0.09540233515908558,sl_bench,2,3.247423721518188,0.5056875,0.245875,0.0,5.0,regret,censored-lower
ERM-observed,0.22984586335737042,0.6166829357517344,0.9533333333333334,0.5119657098702641,0.047214245836766235,0.19434532038826252,0.5922315257841573,0.9625486381322957,0.4997474747474748,0.03755711790096998,0.5340041060733244,0.6731352539889588,0.1391311479156344,0.3043274899343317,0.07507277833254163,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,,,,
IPW,0.22902628295352542,0.6268307386786766,0.951304347826087,0.4992394280498935,0.0472890038585073,0.19571042529842006,0.5877857522594365,0.9625486381322957,0.4997474747474748,0.037513731200471696,0.5289149576331604,0.6689943455590082,0.14007938792584773,0.30735082657281354,0.0776083418088182,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,,,,
AIPW,0.2485027288047966,0.6023533869248816,0.951304347826087,0.5021547983224489,0.049302241192022714,0.2103173997230868,0.5928694843168527,0.9625486381322957,0.4997474747474748,0.03882067874942066,0.5052818358719191,0.6527680594212489,0.14748622354932983,0.3242969280438384,0.10255077837683793,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,,,,
Imputation,0.2099749587794585,0.6207984232363596,0.9527536231884058,0.5,0.04582609086500362,0.17916746564710748,0.6089048378522062,0.9630350194552529,0.5,0.03666345379010548,0.5194269873173936,0.6615796625621968,0.14215267524480324,0.2774364683872805,0.0504610914342542,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,,,,
Heckman(rho=-0.16),0.19521492737210014,0.6626588102228336,0.9489855072463768,0.5009378832022785,0.048350232140860476,0.15806030781479125,0.6653309409888357,0.9615758754863813,0.49924242424242427,0.03686715373957666,0.5121789626761449,0.6557805633806537,0.14360160070450878,0.2509826566154556,0.030567472281737656,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,,,,
DCL(G=1),0.18581222614888443,0.6302071182068794,0.9527536231884058,0.5,0.044635158709925085,0.15680328034084712,0.604638490164806,0.9630350194552529,0.5,0.03556126569421168,0.5495584758102571,0.6859203509447797,0.13636187513452258,0.23613604814279732,0.0033843572862795844,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,1.0,risk,two-sided
DCL-reg(G=1),0.18581222614888443,0.6302071182068794,0.9527536231884058,0.5,0.044635158709925085,0.15680328034084712,0.604638490164806,0.9630350194552529,0.5,0.03556126569421168,0.5495584758102571,0.6859203509447797,0.13636187513452258,0.23613604814279732,0.0033843572862795844,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,1.0,regret,two-sided
DCL(G=1.5),0.18597954266082226,0.6400712231303461,0.9527536231884058,0.5,0.044679273850668645,0.15819248549108234,0.6155635300372143,0.9630350194552529,0.5,0.03575157547364323,0.5491395016841757,0.6858795384409085,0.13674003675673285,0.23346331363459075,0.004071708087257858,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,1.5,risk,two-sided
DCL-reg(G=1.5),0.18573391667794584,0.6316349403954228,0.9527536231884058,0.5,0.04462861929546949,0.15690796421057568,0.6065124933545986,0.9630350194552529,0.5,0.03557568325459313,0.5495517868271312,0.6859543454695562,0.136402558642425,0.23566779287707923,0.0029161020205615454,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,1.5,regret,two-sided
DCL(G=2),0.18761318612796485,0.6457190531205848,0.9527536231884058,0.5,0.04492441836353829,0.16056774455709302,0.6217038809144072,0.9630350194552529,0.5,0.036084327530709136,0.5485355708224413,0.6854302462056403,0.136894675383199,0.2327516908565177,0.007791652941009796,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,2.0,risk,two-sided
DCL-reg(G=2),0.1856770126328874,0.6341079657546647,0.9527536231884058,0.5,0.04462537831209778,0.15718176577558612,0.6092703349282296,0.9630350194552529,0.5,0.03561109619391438,0.5495046735307553,0.6859739483036817,0.13646927477292647,0.2348760725723299,0.002124381715812181,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,2.0,regret,two-sided
DCL(G=3),0.19325290038807183,0.6524438156634893,0.9527536231884058,0.5,0.04587737463166815,0.1669167191626215,0.6300505050505051,0.9630350194552529,0.5,0.03708366874181814,0.5473777927829648,0.6844326456596632,0.13705485287669839,0.23467037732217802,0.016569888416552724,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,3.0,risk,two-sided
DCL-reg(G=3),0.18598297311796338,0.638749787693106,0.9527536231884058,0.5,0.044666271891639096,0.1581520417217031,0.6142676767676767,0.9630350194552529,0.5,0.035732332051297264,0.5492811576307156,0.6858857827112258,0.1366046250805102,0.23356549118689965,0.003870524994714695,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,3.0,regret,two-sided
DCL(G=5),0.20834384179649015,0.6587598291092815,0.9527536231884058,0.5,0.04897722068976768,0.1820702262130106,0.6381446039340777,0.9630350194552529,0.5,0.03996537109865635,0.5456138928597234,0.6828274207613211,0.1372135279015977,0.2445593851791276,0.03579372506454681,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,5.0,risk,two-sided
DCL-reg(G=5),0.18802540458341854,0.6455492076053462,0.9527536231884058,0.5,0.04493875416011877,0.16115284639138147,0.621863370547581,0.9630350194552529,0.5,0.0361237045074255,0.548604988218178,0.6853935908516594,0.13678860263348136,0.23279820703920517,0.00833228837408171,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,5.0,regret,two-sided
Manski(G=inf),0.5458040344875628,0.6738107547673398,0.9527536231884058,0.5,0.17882409494737025,0.5190227751271802,0.6672448165869218,0.9630350194552529,0.5,0.16613095616464366,0.5049732696437672,0.6448917983733704,0.1399185287296032,0.5545340319239959,0.39206182720907307,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,,,,
ORACLE(uncensored),0.2047096979740424,0.6108260651273562,0.9518840579710145,0.5053743973750469,0.04684050027225716,0.170789551743364,0.6033559276980329,0.9620622568093385,0.5058213716108453,0.03739911286126474,0.5170677982367182,0.6570593453331808,0.13999154709646255,0.2694020976812438,0.040975158517248485,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,,,,
DCL-dir(G=1),0.18581222614888443,0.6302071182068794,0.9527536231884058,0.5,0.044635158709925085,0.15680328034084712,0.604638490164806,0.9630350194552529,0.5,0.03556126569421168,0.5495584758102571,0.6859203509447797,0.13636187513452258,0.23613604814279732,0.0033843572862795844,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,1.0,risk,censored-higher
DCL-dir-reg(G=1),0.18581222614888443,0.6302071182068794,0.9527536231884058,0.5,0.044635158709925085,0.15680328034084712,0.604638490164806,0.9630350194552529,0.5,0.03556126569421168,0.5495584758102571,0.6859203509447797,0.13636187513452258,0.23613604814279732,0.0033843572862795844,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,1.0,regret,censored-higher
DCL-dir(G=1.5),0.18597954266082226,0.6400712231303461,0.9527536231884058,0.5,0.044679273850668645,0.15819248549108234,0.6155635300372143,0.9630350194552529,0.5,0.03575157547364323,0.5491395016841757,0.6858795384409085,0.13674003675673285,0.23346331363459075,0.004071708087257858,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,1.5,risk,censored-higher
DCL-dir-reg(G=1.5),0.1856608672531778,0.6357186984980804,0.9527536231884058,0.5,0.04462871016417081,0.15732240325444408,0.6105661881977672,0.9630350194552529,0.5,0.035633900890606765,0.5494125565163511,0.6859965257197347,0.13658396920338356,0.23453037152919623,0.0024664845432002588,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,1.5,regret,censored-higher
DCL-dir(G=2),0.18761318612796485,0.6457190531205848,0.9527536231884058,0.5,0.04492441836353829,0.16056774455709302,0.6217038809144072,0.9630350194552529,0.5,0.036084327530709136,0.5485355708224413,0.6854302462056403,0.136894675383199,0.2327516908565177,0.007791652941009796,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,2.0,risk,censored-higher
DCL-dir-reg(G=2),0.18593231768155075,0.6395411558080635,0.9527536231884058,0.5,0.04467034374332314,0.15809455978551112,0.6149189261031367,0.9630350194552529,0.5,0.03573637795149394,0.5491865500639468,0.6858967991378324,0.13671024907388563,0.23355174399208464,0.0038850949780453344,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,2.0,regret,censored-higher
DCL-dir(G=3),0.19325290038807183,0.6524438156634893,0.9527536231884058,0.5,0.04587737463166815,0.1669167191626215,0.6300505050505051,0.9630350194552529,0.5,0.03708366874181814,0.5473777927829648,0.6844326456596632,0.13705485287669839,0.23467037732217802,0.016569888416552724,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,3.0,risk,censored-higher
DCL-dir-reg(G=3),0.18722531277390106,0.6446831821210532,0.9527536231884058,0.5,0.04485603279835335,0.16007823241013178,0.6206937799043062,0.9630350194552529,0.5,0.03600557917341907,0.5486861945403131,0.685534536414944,0.1368483418746309,0.2327774535094601,0.0070048848903717705,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,3.0,regret,censored-higher
DCL-dir(G=5),0.20834384179649015,0.6587598291092815,0.9527536231884058,0.5,0.04897722068976768,0.1820702262130106,0.6381446039340777,0.9630350194552529,0.5,0.03996537109865635,0.5456138928597234,0.6828274207613211,0.1372135279015977,0.2445593851791276,0.03579372506454681,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,5.0,risk,censored-higher
DCL-dir-reg(G=5),0.1911804987712032,0.6504523303364621,0.9527536231884058,0.5,0.04547197696397863,0.16477297888915793,0.6278708133971291,0.9630350194552529,0.5,0.036697020756283075,0.5477496919750467,0.6847468797498808,0.13699718777483405,0.23368804611715607,0.013526489690569668,lending_club,0,2.0000000000159712,0.5965303844983261,0.052450035507760985,0.0,5.0,regret,censored-higher
ERM-observed,0.262957456357339,0.6125819164764272,0.9443478260869566,0.5020321938445214,0.05351757100577217,0.2133241062541666,0.5830598156821978,0.9581126624939817,0.49974886991461576,0.04071095540622089,0.5197426463980556,0.6585609899831206,0.13881834358506506,0.3043708467370628,0.0767930390900924,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,,,,
IPW,0.27100265748034963,0.5926428904043133,0.9446376811594203,0.5046776964900239,0.053764759354362215,0.21781279618672683,0.5634716690222279,0.9576311988444872,0.49949773982923157,0.04060351505258024,0.5165308885299857,0.6568309668369076,0.14030007830692182,0.3090626062285838,0.08132551703255686,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,,,,
AIPW,0.27444826372905773,0.5914633255939603,0.943768115942029,0.4992333639987734,0.05447512603438775,0.22761712218456476,0.5803324261502343,0.9581126624939817,0.49974886991461576,0.04206086017720397,0.49537682858202176,0.6417486211452932,0.14637179256327143,0.3230277695607641,0.10175925352274881,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,,,,
Imputation,0.23880318156858107,0.5907591562298707,0.9452173913043478,0.5,0.05241774369408901,0.1951115985081824,0.567378785932043,0.9585941261434762,0.5,0.04056266417095183,0.5073396464360248,0.6497434280640145,0.14240378162798972,0.27527991691103615,0.050920830551083644,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,,,,
Heckman(rho=-0.10),0.20259049454644942,0.699061702434901,0.9434782608695652,0.5040643876890427,0.05161077208728687,0.16424643791383986,0.6963311646595727,0.9585941261434762,0.5055628234029879,0.039339250785675677,0.4975946839322609,0.6405380848757795,0.14294340094351854,0.2443241428663191,0.024918562747282835,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,,,,
DCL(G=1),0.2077966420257301,0.6313446227582996,0.9452173913043478,0.5,0.051287873759797716,0.16889707091413844,0.6105089180381484,0.9585941261434762,0.5,0.03936365959529358,0.5321044490378288,0.670410837811365,0.13830638877353618,0.23328364898591963,0.00321815065041593,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,1.0,risk,two-sided
DCL-reg(G=1),0.2077966420257301,0.6313446227582996,0.9452173913043478,0.5,0.051287873759797716,0.16889707091413844,0.6105089180381484,0.9585941261434762,0.5,0.03936365959529358,0.5321044490378288,0.670410837811365,0.13830638877353618,0.23328364898591963,0.00321815065041593,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,1.0,regret,two-sided
DCL(G=1.5),0.20603173722311957,0.6411640536142222,0.9452173913043478,0.5,0.0510458567595126,0.16934241065711664,0.6179668975506057,0.9585941261434762,0.5,0.03937412282418083,0.531789364836545,0.6703023977126596,0.1385130328761146,0.230745353779997,0.003836652763014377,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,1.5,risk,two-sided
DCL-reg(G=1.5),0.20747173846497488,0.6327172662652577,0.9452173913043478,0.5,0.05125018916241756,0.16888901810327797,0.6114433555651595,0.9585941261434762,0.5,0.03935911361308955,0.5321134368454976,0.6704292453847874,0.13831580853928982,0.23283419251401918,0.0027686941785154758,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,1.5,regret,two-sided
DCL(G=2),0.2060770415581331,0.646726018084497,0.9452173913043478,0.5,0.051005139933279604,0.17094634829632016,0.6215002394496163,0.9585941261434762,0.5,0.03953075930744982,0.5312250105412868,0.6698768461190593,0.1386518355777725,0.2300654983355037,0.007373382508379021,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,2.0,risk,two-sided
DCL-reg(G=2),0.20695123683054073,0.6350796409060744,0.9452173913043478,0.5,0.051185927517177265,0.16895112670440354,0.613207106397393,0.9585941261434762,0.5,0.039357595507158685,0.532092264529431,0.6704319709376154,0.13833970640818438,0.23207427839121278,0.0020087800557090432,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,2.0,regret,two-sided
DCL(G=3),0.2091920979987239,0.6529418541071408,0.9452173913043478,0.5,0.051400228151969436,0.17607276154171303,0.6256000840993774,0.9585941261434762,0.5,0.040193348928429476,0.5301374943685614,0.6689734345180252,0.13883594014946377,0.2319146930368686,0.01577779191162199,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,3.0,risk,two-sided
DCL-reg(G=3),0.20624266875663191,0.6397995226575417,0.9452173913043478,0.5,0.05108159074157575,0.16945963826881313,0.6168922943945429,0.9585941261434762,0.5,0.039392050083983346,0.5319184565721716,0.670319494186456,0.13840103761428435,0.23081881009766947,0.003692584973242878,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,3.0,regret,two-sided
DCL(G=5),0.22073174750250443,0.6589873265739565,0.9452173913043478,0.5,0.053482180219616086,0.18951477880574044,0.6293378342074217,0.9585941261434762,0.5,0.04247564437854264,0.5284878610324191,0.667521903729208,0.13903404269678898,0.24152425972499778,0.0343544678554451,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,5.0,risk,two-sided
DCL-reg(G=5),0.20654334952574946,0.6464729065158381,0.9452173913043478,0.5,0.051064570944287534,0.17167499134152148,0.6212724703024074,0.9585941261434762,0.5,0.03961463883665498,0.5312884358615019,0.6698468373719247,0.13855840151042287,0.23011036297654827,0.008033916587408523,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,5.0,regret,two-sided
Manski(G=inf),0.5471801291270725,0.6766158983270298,0.9452173913043478,0.5,0.1792108904512639,0.5228730327365464,0.6355752047002208,0.9585941261434762,0.5,0.16763391033345934,0.4953302084308307,0.6355758632856596,0.14024565485482893,0.5540830821677206,0.3929198898303026,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,,,,
ORACLE(uncensored),0.2332479464728425,0.6189356658537891,0.9446376811594203,0.49969334559950934,0.05325633260041411,0.1846056392483462,0.630751170967026,0.9585941261434762,0.5,0.04036974576418317,0.5007107434815011,0.6413068908964398,0.14059614741493864,0.27257320977928406,0.04634582640946927,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,,,,
DCL-dir(G=1),0.2077966420257301,0.6313446227582996,0.9452173913043478,0.5,0.051287873759797716,0.16889707091413844,0.6105089180381484,0.9585941261434762,0.5,0.03936365959529358,0.5321044490378288,0.670410837811365,0.13830638877353618,0.23328364898591963,0.00321815065041593,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,1.0,risk,censored-higher
DCL-dir-reg(G=1),0.2077966420257301,0.6313446227582996,0.9452173913043478,0.5,0.051287873759797716,0.16889707091413844,0.6105089180381484,0.9585941261434762,0.5,0.03936365959529358,0.5321044490378288,0.670410837811365,0.13830638877353618,0.23328364898591963,0.0032181506504159294,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,1.0,regret,censored-higher
DCL-dir(G=1.5),0.20603173722311957,0.6411640536142222,0.9452173913043478,0.5,0.0510458567595126,0.16934241065711664,0.6179668975506057,0.9585941261434762,0.5,0.03937412282418083,0.531789364836545,0.6703023977126596,0.1385130328761146,0.230745353779997,0.003836652763014377,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,1.5,risk,censored-higher
DCL-dir-reg(G=1.5),0.2066594919790171,0.6367216210822467,0.9452173913043478,0.5,0.051144099807407084,0.1689358401340044,0.6142174669734737,0.9585941261434762,0.5,0.039349705769375465,0.5320236095851864,0.6704402701453994,0.13841666056021307,0.23175957759937837,0.002319326224001145,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,1.5,regret,censored-higher
DCL-dir(G=2),0.2060770415581331,0.646726018084497,0.9452173913043478,0.5,0.051005139933279604,0.17094634829632016,0.6215002394496163,0.9585941261434762,0.5,0.03953075930744982,0.5312250105412868,0.6698768461190593,0.1386518355777725,0.2300654983355037,0.007373382508379021,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,2.0,risk,censored-higher
DCL-dir-reg(G=2),0.20609551196698028,0.6406124001953502,0.9452173913043478,0.5,0.05105724309573903,0.16930587657720353,0.6174996787871001,0.9585941261434762,0.5,0.039372442771296645,0.5318304892291351,0.6703228207567551,0.13849233152761997,0.2308264963302237,0.0036663756282420148,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,2.0,regret,censored-higher
DCL-dir(G=3),0.2091920979987239,0.6529418541071408,0.9452173913043478,0.5,0.051400228151969436,0.17607276154171303,0.6256000840993774,0.9585941261434762,0.5,0.040193348928429476,0.5301374943685614,0.6689734345180252,0.13883594014946377,0.2319146930368686,0.01577779191162199,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,3.0,risk,censored-higher
DCL-dir-reg(G=3),0.2060253410665369,0.645747644521027,0.9452173913043478,0.5,0.051008019899906006,0.17064093371410624,0.6208694941188837,0.9585941261434762,0.5,0.03949849849605826,0.5313659187751285,0.6699731080993646,0.1386071893242361,0.2300883694860327,0.006649947928650929,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,3.0,regret,censored-higher
DCL-dir(G=5),0.22073174750250443,0.6589873265739565,0.9452173913043478,0.5,0.053482180219616086,0.18951477880574044,0.6293378342074217,0.9585941261434762,0.5,0.04247564437854264,0.5284878610324191,0.667521903729208,0.13903404269678898,0.24152425972499778,0.0343544678554451,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,5.0,risk,censored-higher
DCL-dir-reg(G=5),0.20801086321606838,0.6511749406566947,0.9452173913043478,0.5,0.0512252523383819,0.17441421784309485,0.6245605223505775,0.9585941261434762,0.5,0.03995344894594621,0.5304802613346843,0.669255413783015,0.13877515244833072,0.230991141234333,0.012950499370292233,lending_club,1,2.0000000000297806,0.6018058232728011,0.052450035507760985,0.0,5.0,regret,censored-higher
ERM-observed,0.2548421282703569,0.6003509518969259,0.947536231884058,0.5021977418202797,0.051205014839652514,0.20720185944053343,0.6010716231761215,0.9589966232513266,0.4994974874371859,0.040190476014944215,0.560472358844486,0.6955170874881366,0.13504472864365058,0.2957529769350885,0.07095727398419739,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,,,,
IPW,0.26503596199887897,0.5735367847037169,0.947536231884058,0.5048539188483833,0.05124512644136537,0.2142157838960062,0.570648422837077,0.9585142305836951,0.4992462311557789,0.04000793604919789,0.5548299076957139,0.692040771807326,0.1372108641116121,0.30279021279864005,0.07766918298537968,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,,,,
AIPW,0.2774467059445967,0.5697722933435894,0.9481159420289855,0.49984718826405866,0.051869512067433045,0.22174177269373446,0.5858539686383726,0.9599614085865895,0.5,0.041218734227638255,0.5291376127644007,0.6747887476578777,0.14565113489347692,0.3073272602279338,0.08881894739266058,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,,,,
Imputation,0.24211794502205758,0.5824994505645449,0.9484057971014492,0.5,0.05028482674422372,0.18947355991012219,0.6046194829569533,0.9599614085865895,0.5,0.039691179766137376,0.5459659416249392,0.6854107179412104,0.13944477631627128,0.26789371580069754,0.0465483952975422,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,,,,
Heckman(rho=+0.02),0.1992729864305262,0.644707562979039,0.9481159420289855,0.5025033652921623,0.048832010027871985,0.1648227369462095,0.6452927287037598,0.9599614085865895,0.5,0.03848048395729631,0.5251696709960239,0.6646612824644094,0.1394916114683855,0.24213170466686224,0.02103286753223201,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,,,,
DCL(G=1),0.1979378838603703,0.6347232905689404,0.9484057971014492,0.5,0.04839611978039304,0.16464943231076026,0.629351577162923,0.9599614085865895,0.5,0.038262094976143864,0.5807024662130232,0.7118399410784605,0.13113747486543725,0.2300918871298637,0.003239571343009182,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,1.0,risk,two-sided
DCL-reg(G=1),0.1979378838603703,0.6347232905689404,0.9484057971014492,0.5,0.04839611978039304,0.16464943231076026,0.629351577162923,0.9599614085865895,0.5,0.038262094976143864,0.5807024662130232,0.7118399410784605,0.13113747486543725,0.2300918871298637,0.003239571343009182,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,1.0,regret,two-sided
DCL(G=1.5),0.19739662467676056,0.6388183016950083,0.9484057971014492,0.5,0.048389988707800854,0.16547063159885012,0.6343040503723437,0.9599614085865895,0.5,0.03841864376987804,0.5805902640306093,0.7116311885106918,0.13104092448008253,0.2275333292063569,0.003930156908690088,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,1.5,risk,two-sided
DCL-reg(G=1.5),0.19775778661519636,0.6353156506689377,0.9484057971014492,0.5,0.04838220314353243,0.16467061708925199,0.6302657867651511,0.9599614085865895,0.5,0.03827053822378259,0.580726457594271,0.7118340424789684,0.13110758488469743,0.22964660111037177,0.0027942853235172252,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,1.5,regret,two-sided
DCL(G=2),0.1983604494564072,0.6414538748935469,0.9484057971014492,0.5,0.04858568922165483,0.16732140118184669,0.6377792577344554,0.9599614085865895,0.5,0.03871517485970588,0.5801924109404393,0.7112166978868052,0.13102428694636592,0.22685231578685452,0.00751489659441016,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,2.0,risk,two-sided
DCL-reg(G=2),0.1975026612114673,0.6364093706216861,0.9484057971014492,0.5,0.04836426616775311,0.1647829160753165,0.6315250953562996,0.9599614085865895,0.5,0.03829396796220629,0.5807420216341126,0.7118052463261015,0.13106322469198894,0.22889378251662462,0.002041466729947362,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,2.0,regret,two-sided
